"Operativo";"escuela seleccionada";"Nivel";"Gestión";"Supervisión";"Escuela_ID";"CUE";"subcue";"Número_escuela";"Anexo";"Número_Anexo";"Nombre_Escuela";"Departamento";"Localidad";"zona";"AMBITO";"Regional";"Curso";"Curso_ID";"División";"División_ID";"Turno";"Modalidad";"Matrícula";"Cantidad_alumnos_evaluados_por_división";"Diferencia por censar";"ciclo_lectivo";"cencista"
"División aún no censada!";"no";"Primario";"Pública";"09 - Primario";"5";"5000140";"00";"1005";"0";"1005-0";"LEANDRO N. ALEM";"GUAYMALLÉN";"SAN JOSÉ";"10%";"Urbano";"NORTE";"7°";"13";"B";"49";"Tarde";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"2°";"8";"A";"34368";"Mañana";"Presencial";"13";"0";"13";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"2°";"8";"B";"63";"Mañana";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"2°";"8";"C";"73678";"Tarde";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"3°";"9";"A";"56";"Mañana";"Presencial";"12";"0";"12";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"3°";"9";"B";"64";"Mañana";"Presencial";"12";"0";"12";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"3°";"9";"C";"80930";"Tarde";"Presencial";"17";"0";"17";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"4°";"10";"A";"57";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"4°";"10";"B";"65";"Tarde";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"5°";"11";"A";"58";"Mañana";"Presencial";"23";"0";"23";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"5°";"11";"B";"66";"Tarde";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"6°";"12";"A";"36373";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"6°";"12";"B";"36374";"Tarde";"Presencial";"17";"0";"17";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"7°";"13";"A";"59";"Mañana";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Pública";"16 - Primario";"6";"5000937";"00";"1006";"0";"1006-0";"JUAN JOSÉ PASO";"LUJÁN DE CUYO";"MAYOR DRUMMOND";"40%";"Urbano";"CENTRO";"7°";"13";"B";"36375";"Tarde";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"2°";"8";"A";"16117";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"2°";"8";"B";"16118";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"2°";"8";"C";"16119";"Tarde";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"2°";"8";"D";"16130";"Tarde";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"2°";"8";"E";"34373";"Tarde";"Presencial";"28";"0";"28";-;-
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"3°";"9";"A";"16133";"Mañana";"Presencial";"22";"18";"4";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"3°";"9";"B";"16120";"Mañana";"Presencial";"21";"20";"1";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"3°";"9";"C";"16131";"Mañana";"Presencial";"26";"22";"4";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"3°";"9";"D";"34374";"Tarde";"Presencial";"29";"18";"11";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"3°";"9";"E";"16132";"Tarde";"Presencial";"29";"10";"19";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"4°";"10";"A";"16115";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"4°";"10";"B";"36376";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"4°";"10";"C";"16122";"Tarde";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"4°";"10";"D";"16134";"Tarde";"Presencial";"22";"0";"22";-;-
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"5°";"11";"A";"16123";"Mañana";"Presencial";"27";"24";"3";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"5°";"11";"B";"36377";"Mañana";"Presencial";"27";"22";"5";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"5°";"11";"C";"16136";"Tarde";"Presencial";"19";"16";"3";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"5°";"11";"D";"36380";"Tarde";"Presencial";"25";"19";"6";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"5°";"11";"E";"36381";"Tarde";"Presencial";"23";"21";"2";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"6°";"12";"A";"57399";"Mañana";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"6°";"12";"B";"16125";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"6°";"12";"C";"16137";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"6°";"12";"D";"36382";"Tarde";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"6°";"12";"E";"36383";"Tarde";"Presencial";"29";"0";"29";-;-
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"7°";"13";"A ";"16126";"Mañana";"Presencial";"28";"18";"10";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"7°";"13";"B";"16127";"Mañana";"Presencial";"28";"19";"9";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"7°";"13";"C";"16138";"Tarde";"Presencial";"23";"17";"6";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"7°";"13";"D";"16139";"Tarde";"Presencial";"24";"19";"5";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"26 - Primario";"2337";"5001105";"00";"1007";"0";"1007-0";"BERNARDINO RIVADAVIA";"RIVADAVIA";"CIUDAD";"40%";"Urbano";"ESTE";"7°";"13";"E";"63479";"Tarde";"Presencial";"24";"22";"2";"2022";"ESCUDERO ADRIANA ALEJANDRA,MARANESI IVANA VERONICA"
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"2°";"8";"A";"16143";"Mañana";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"2°";"8";"B";"16144";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"2°";"8";"C";"16145";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"2°";"8";"D";"16162";"Tarde";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"2°";"8";"E";"16163";"Tarde";"Presencial";"32";"0";"32";-;-
"Operativo 2022 Instancia II";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"3°";"9";"A";"16146";"Mañana";"Presencial";"27";"20";"7";"2022";"BLANCO ALEJANDRA,BONACCORSI EVANGELINA LETICIA,CORROZA ALEJANDRA ANDREA,DEPETRI ANGELICA BELEN,FEDERICI ROXANA CAROLINA,LOPEZ MARIA ALEJANDRA,MURESI MARIA NOELIA,OCHOA MARIA ELENA"
"Operativo 2022 Instancia II";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"3°";"9";"B";"16147";"Mañana";"Presencial";"28";"23";"5";"2022";"BLANCO ALEJANDRA,BONACCORSI EVANGELINA LETICIA,CORROZA ALEJANDRA ANDREA,DEPETRI ANGELICA BELEN,FEDERICI ROXANA CAROLINA,LOPEZ MARIA ALEJANDRA,MURESI MARIA NOELIA,OCHOA MARIA ELENA"
"Operativo 2022 Instancia II";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"3°";"9";"C";"16148";"Mañana";"Presencial";"27";"21";"6";"2022";"BLANCO ALEJANDRA,BONACCORSI EVANGELINA LETICIA,CORROZA ALEJANDRA ANDREA,DEPETRI ANGELICA BELEN,FEDERICI ROXANA CAROLINA,LOPEZ MARIA ALEJANDRA,MURESI MARIA NOELIA,OCHOA MARIA ELENA"
"Operativo 2022 Instancia II";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"3°";"9";"D";"16165";"Tarde";"Presencial";"31";"27";"4";"2022";"BLANCO ALEJANDRA,BONACCORSI EVANGELINA LETICIA,CORROZA ALEJANDRA ANDREA,DEPETRI ANGELICA BELEN,FEDERICI ROXANA CAROLINA,LOPEZ MARIA ALEJANDRA,MURESI MARIA NOELIA,OCHOA MARIA ELENA"
"Operativo 2022 Instancia II";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"3°";"9";"E";"16166";"Tarde";"Presencial";"30";"25";"5";"2022";"BLANCO ALEJANDRA,BONACCORSI EVANGELINA LETICIA,CORROZA ALEJANDRA ANDREA,DEPETRI ANGELICA BELEN,FEDERICI ROXANA CAROLINA,LOPEZ MARIA ALEJANDRA,MURESI MARIA NOELIA,OCHOA MARIA ELENA"
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"4°";"10";"A";"16149";"Mañana";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"4°";"10";"B";"16150";"Mañana";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"4°";"10";"C";"16151";"Mañana";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"4°";"10";"D";"16167";"Tarde";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"4°";"10";"E";"36384";"Tarde";"Presencial";"22";"0";"22";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"5°";"11";"A";"16152";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"5°";"11";"B";"16153";"Mañana";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"5°";"11";"C";"16154";"Mañana";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"5°";"11";"D";"16168";"Tarde";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"5°";"11";"E";"16169";"Tarde";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"6°";"12";"A";"16155";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"6°";"12";"B";"16156";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"6°";"12";"C";"16170";"Mañana";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"6°";"12";"D";"16171";"Tarde";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"6°";"12";"E";"63945";"Tarde";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"7°";"13";"A";"16158";"Mañana";"Presencial";"23";"0";"23";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"7°";"13";"B";"16159";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"7°";"13";"C";"16172";"Mañana";"Presencial";"22";"0";"22";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"7°";"13";"D";"16173";"Tarde";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Primario";"Pública";"46 - Primario";"2338";"5001103";"00";"1008";"0";"1008-0";"GRAL.JOSÉ DE SAN MARTÍN";"SAN MARTÍN";"SAN MARTÍN";"40%";"Urbano";"ESTE";"7°";"13";"E";"69449";"Tarde";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Pública";"26 - Primario";"2339";"5000327";"00";"1009";"0";"1009-0";"CORNELIO SAAVEDRA";"RIVADAVIA";"LIBERTAD";"80%";"Rural";"ESTE";"2°";"8";"A";"16183";"Tarde";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"no";"Primario";"Pública";"26 - Primario";"2339";"5000327";"00";"1009";"0";"1009-0";"CORNELIO SAAVEDRA";"RIVADAVIA";"LIBERTAD";"80%";"Rural";"ESTE";"2°";"8";"B";"74229";"Tarde";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Pública";"26 - Primario";"2339";"5000327";"00";"1009";"0";"1009-0";"CORNELIO SAAVEDRA";"RIVADAVIA";"LIBERTAD";"80%";"Rural";"ESTE";"3°";"9";"A";"16184";"Tarde";"Presencial";"18";"0";"18";-;-
"División aún no censada!";"no";"Primario";"Pública";"26 - Primario";"2339";"5000327";"00";"1009";"0";"1009-0";"CORNELIO SAAVEDRA";"RIVADAVIA";"LIBERTAD";"80%";"Rural";"ESTE";"3°";"9";"B";"82004";"Tarde";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Pública";"26 - Primario";"2339";"5000327";"00";"1009";"0";"1009-0";"CORNELIO SAAVEDRA";"RIVADAVIA";"LIBERTAD";"80%";"Rural";"ESTE";"4°";"10";"A";"16174";"Mañana";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"no";"Primario";"Pública";"26 - Primario";"2339";"5000327";"00";"1009";"0";"1009-0";"CORNELIO SAAVEDRA";"RIVADAVIA";"LIBERTAD";"80%";"Rural";"ESTE";"5°";"11";"A";"16175";"Mañana";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"no";"Primario";"Pública";"26 - Primario";"2339";"5000327";"00";"1009";"0";"1009-0";"CORNELIO SAAVEDRA";"RIVADAVIA";"LIBERTAD";"80%";"Rural";"ESTE";"5°";"11";"B";"16176";"Mañana";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Pública";"26 - Primario";"2339";"5000327";"00";"1009";"0";"1009-0";"CORNELIO SAAVEDRA";"RIVADAVIA";"LIBERTAD";"80%";"Rural";"ESTE";"6°";"12";"A";"16177";"Mañana";"Presencial";"27";"0";"27";-;-
